barcode	name	calories	protein	carbs	fat	source
7613312377123	Basilico	47	1.2	7.8	1	nutrition.aggregated_set
4001896190758	Bratensülze	63	11.8	0.3	1.6	nutrition.aggregated_set
4250241209236	Gemüse à la Oriental	87	2.1	7.8	4.9	nutrition.aggregated_set
4017922284216	Rindswurst	217	15	1.1	17	nutrition.aggregated_set
4002919002089	Bohler Apfelschorle	26	0	6	0	nutrition.aggregated_set
4311501746738	Peanut & Choco	494	9.1	58.5	24.8	nutrition.aggregated_set
4014618937531	Hartmannsdorfer Fassbrause Himbeer	2	0.5	0.4	0.5	nutrition.aggregated_set
8017759644272	Reis	359	7.4	81.3	0.3	nutrition.aggregated_set
4008960228812	Vega Lecker	162	9	12	8	nutrition.aggregated_set
7627534814311	Vollmilch UHT	64	3.2	4.9	3.5	nutrition.aggregated_set
20940089	Nürnberger Rostbratwürste	349	14.2	1	32	nutrition.aggregated_set
4314240071741	Pfefferbeißer	319	21	0.5	25.8	nutrition.aggregated_set
4012012004804	Sucuk	390	15	1.2	36	nutrition.aggregated_set
9120047938744	Bromber-Baiser Pralinen-Schokolade	494	4.2	51	30	nutrition.aggregated_set
2875137011209	Parmigiana Reggiano	402	32	0	30	nutrition.aggregated_set
4316268663526	Tortelloni	241	9.8	39.7	4.2	nutrition.aggregated_set
4001686319284	Goldbären Blaubeere	343	6.9	77	0.5	nutrition.aggregated_set
4036581251643	Flohsamen	192	1	3	0.6	nutrition.aggregated_set
4337256326698	Salat Dressing Sylter Art	246	0.8	13	21	nutrition.aggregated_set
20325541	Ventaglio	509	7.1	56	28	nutrition.aggregated_set
8003340099712	Milchschokolade mit Pistazienfüllung	612	5.6	46	45	nutrition.aggregated_set
27165317	Couscous-Salat mit Rosinen	209	3.4	30.1	7.4	nutrition.aggregated_set
7613312370377	Flûtes	485	9.9	60	22	nutrition.aggregated_set
4260272987430	Lisas Bio-Kesselchips	477	6.1	56	24	nutrition.aggregated_set
4251662102052	Gerstengrassaftpulver	304	28	26	2	nutrition.aggregated_set
2863980002062	Hinterschinken Gegart	110	20	0.5	3	nutrition.aggregated_set
4061461724412	Risotto	122	2.8	25	1.2	nutrition.aggregated_set
4311501756430	Deutsche Markenbutter (mildgesäuert)	743	0.7	0.6	82	nutrition.aggregated_set
4014420213555	Tomatensauce mit gegrilltem Gemüse	57	1.6	6.2	2.4	nutrition.aggregated_set
4006784006524	Corned Turkey	122	18	1	5	nutrition.aggregated_set
4260050950021	Brocken-Splitter Das Original	529	5.4	60	28.7	nutrition.aggregated_set
4099200021690	Macadamia Nussöl	819	0	0	91	nutrition.aggregated_set
4008137015016	Tee &quot;Schlaf und Nerven&quot;	0	0	0	0	nutrition.aggregated_set
4021269133397	Moon milk	316	6	48	10	nutrition.aggregated_set
7610818221233	Erdbeerguss-Gelee	270	1	65	1	nutrition.aggregated_set
4250616676403	Lime Juice Cordial	132	0	32.6	0	nutrition.aggregated_set
4337256372459	HAFERFLOCKEN	372	13.5	58.7	7	nutrition.aggregated_set
8690576029202	ankara eriste	357	10.7	73.3	1.7	nutrition.aggregated_set
4061462570414	Grüne Oliven mit Knoblauch Bio	104	1.4	0.8	10.4	nutrition.aggregated_set
8445290056764	Kräuter-Rahm Hänchen	116	14	2.6	5.4	nutrition.aggregated_set
4047247027182	Pulled Pork Suppe	61	3.9	5.7	2.2	nutrition.aggregated_set
2009010183640	Pulled Pork	135	20	4.3	4.4	nutrition.aggregated_set
4250241209076	VEGANE Kartoffel Hähnchen Pfanne	92	4.1	8.9	3.9	nutrition.aggregated_set
4047247282383	Jagdwurst	281	13	1	25	nutrition.aggregated_set
4061458176033	Wiener Herzen	372	5.8	64	10	nutrition.aggregated_set
4063367160196	Walnusskerne	708	17	5.4	68	nutrition.aggregated_set
4008560040357	American Beef Burger	215	18	0.5	15	nutrition.aggregated_set
21411168	Delikatess Hinterkochschinken gebacken	104	21	0.5	2	nutrition.aggregated_set
7612100906064	Caotina	389	5	80.6	3.5	nutrition.aggregated_set
4316268433518	Sandwich Classic	275	2.9	27.3	17	nutrition.aggregated_set
4061462772658	Gigante Pizza Schinken mit Champignons	216	11.7	26.4	6.6	nutrition.aggregated_set
4013143010931	Mineralwasser + Zitone	1	0	0	0	nutrition.aggregated_set
4047247423793	Heringssalat mit Käutern	239	8.3	11	18	nutrition.aggregated_set
4260598320409	Cacao in Honig	401	3	72.5	11	nutrition.aggregated_set
2315019918221783003490	Fruchtaufstrich Erdbeer	156	0.5	36.3	0.4	nutrition.aggregated_set
2441536003376	Bauch speck	290	15	1.2	25	nutrition.aggregated_set
4056489605409	Bauchspeck	320	18	1	27	nutrition.aggregated_set
21478833	Bauchspeck	297	17	1	25	nutrition.aggregated_set
4056489388920	Bunte eier	153	13	0.5	11	nutrition.aggregated_set
4045500028327	Milchpudding Butterkeks	79	3.1	13	1.5	nutrition.aggregated_set
21301292	Butter	744	0.6	0.8	82	nutrition.aggregated_set
4337256313919	Dessert mit Vanillegeschmack	86	3.4	14.3	1.7	nutrition.aggregated_set
4337256393034	Gemüseravioli	67	2.2	12.2	0.8	nutrition.aggregated_set
8009915003351	sternchen	353	6.4	78.3	0.7	nutrition.aggregated_set
0613008764210	Green Tea Peach	21	0	5.1	0	nutrition.aggregated_set
4004880388902	Limo	38	0	9.2	0	nutrition.aggregated_set
4066263005608	Sodenthaler Apfelschorle	28	0	6.5	0	nutrition.aggregated_set
5201013019019	Penne Rige	362	12	74	1.5	nutrition.aggregated_set
5201083346336	Griechischer Joghurt - Erdbeere	68	5.9	11	0	nutrition.aggregated_set
4001163110489	Dinkel-Blätterteig	397	5.7	34.3	24.8	nutrition.aggregated_set
4061458289481	Pokebowl Hähnchen	121	4.7	22	1.2	nutrition.aggregated_set
4001186806109	Mineralwasser Spritzig	0	0	0	0	nutrition.aggregated_set
4015533000027	Apfelsaft Naturtrüb	47	0	11	0.5	nutrition.aggregated_set
4260618910115	Joghurt Blaubeere	153	3.5	26	3.9	nutrition.aggregated_set
4008533203345	Sport-Salami	304	21	1	24	nutrition.aggregated_set
4270000673955	cookie dough	440	4.7	53.3	26.6	nutrition.aggregated_set
4311501677292	Speciale steinofenpizza	218	10.5	23.9	8.6	nutrition.aggregated_set
4250859301261	Weißkraut-Eintopf	49	1.2	5.3	2.3	nutrition.aggregated_set
4337256399029	Gurke Limette Minze Erfrischungsgetränk	28	0	6.7	0	nutrition.aggregated_set
4311501748572	Eisgenuss Schwarzwälder Kirsch	196	2.8	26	9	nutrition.aggregated_set
4260618527566	Freche Freunde Apfel, Blaubeere, Rote Traube, Pfirsich und Hafer	59	0.8	11	0.6	nutrition.aggregated_set
3083681122404	Kopfsalat	15	1.3	1.1	0.5	nutrition.aggregated_set
4030087000927	Spezi	43	0	11	0	nutrition.aggregated_set
8001420011388	Basmati Reis	352	8.3	77	1	nutrition.aggregated_set
2110501006451	Grana Padano DOP	393	33	0	29	nutrition.aggregated_set
4306205152022	Bio Ice Tea Weißer Tee und Zitrone	0	0	0	0	nutrition.aggregated_set
4063367329128	Pesto alla Calabrese	292	4.6	7.1	27.5	nutrition.aggregated_set
4337185865589	Vollkorn Penne Rigate	350	12	67	2.2	nutrition.aggregated_set
8697520518676	Camlica	40	0	10	0	nutrition.aggregated_set
8032853480267	Friselline olio	447	8	63.6	17.9	nutrition.aggregated_set
4056489367611	Kokosmilch	177	1.5	1.9	18	nutrition.aggregated_set
4001686398913	Lustige Milchshakes	343	6.9	77	0.5	nutrition.aggregated_set
4006181006523	Kartoffelgriller	175	4.1	16	10	nutrition.aggregated_set
4260699941060	Sleep and Recovery Lemon	162	0.2	9.5	0.1	nutrition.aggregated_set
4260161341725	Sonnenblumenbrot	194	5.7	29.4	3.9	nutrition.aggregated_set
4063367230974	Bircher Porridge	363	10	59	7.5	nutrition.aggregated_set
42228691	Smoothie - Ananas Banane & Kokos	79	0.7	13	2.3	nutrition.aggregated_set
4260394564984	Rote Beete &Meerrettich	437	16	14	34	nutrition.aggregated_set
4071800056784	EDEKA Harry Sammy Vollkorn Super Sandwich 750g 2.49€ 1kg 3.32€	242	8.7	42.1	3.2	nutrition.aggregated_set
4009700039286	Danone Choclins, Joghurt mit Vanillegeschmack & knusprigen Schokobällchen 2x(104g + 6g) = 220g	111	4.5	15	3.7	nutrition.aggregated_set
4000177028483	Capri-Sun Sirup	33	0.7	7.5	1.2	nutrition.aggregated_set
4260306890378	Natives Rapsöl	819	0	0	91	nutrition.aggregated_set
8588005633369	Sonnenblumenöl	900	0	0	93	nutrition.aggregated_set
4008088637510	Kokos cips	703	7.6	7.6	69	nutrition.aggregated_set
8595643802811	Cheddar	415	25	0	35	nutrition.aggregated_set
9000332812402	Schoko-mangos	396	1.8	69	12	nutrition.aggregated_set
5453001867007	Protein bar white chocolate coolie	368	34	34	14	nutrition.aggregated_set
4063367329029	Mini Dinkel Zwieback	429	13	75	7.7	nutrition.aggregated_set
4061458283953	Cranberry-Nektar	40	0.5	10	0.5	nutrition.aggregated_set
8850206251124	Black Soy Sauce Orange Label	268	5.5	60	0.8	nutrition.aggregated_set
4250426222142	Kichererbsen	115	6.4	14.9	2	nutrition.aggregated_set
20120245	Joghurt mini mild Erdbeere	87	3	12.2	2.9	nutrition.aggregated_set
2495070001909	Schaschlik spezial mit Sauce	110	6	13	6	nutrition.aggregated_set
9001458110144	Pfefferoni mit Frischkäse	198	4.6	8.5	16	nutrition.aggregated_set
8680789521648	Queen honey	304	0	82	0	nutrition.aggregated_set
4018852030195	Kartoffeln mit Gemüse und mildem Gulasch (ab 8. Monat)	63	2.5	9	1.9	nutrition.aggregated_set
5391521681560	Sheridan's Cheesemongers Chutney for cheese	140	1.1	32	0.6	nutrition.aggregated_set
8801301006126	Monggo Kupo Noodle	372	9.8	77	1.3	nutrition.aggregated_set
4040328083367	Rindwurst	269	16.3	13.4	22.2	nutrition.aggregated_set
3280221601201	Bunt & Köstlich	30	1.8	3	0.5	nutrition.aggregated_set
4058172823718	Karotten mit Süßkartoffeln und Rind	56	2.2	7.5	1.5	nutrition.aggregated_set
4260083920213	Kaffeeweisser	575	2.8	51.6	39.7	nutrition.aggregated_set
7610162371950	grillwurstmit peperoncini	245	13	0.6	21	nutrition.aggregated_set
23982734	Dominosteine weisse	403	3.9	67.9	12.2	nutrition.aggregated_set
4008137009213	Cassis Guarana	1	0	0.2	0	nutrition.aggregated_set
42438335	Leichte Schorle - Apfel-Johannisbeere	14	0	3	0	nutrition.aggregated_set
4058172530180	Party Mix mit Mini-Brezeln, Mohn-Knusperstangen & Sesam-Crackern	431	10	71	11	nutrition.aggregated_set
4061458162111	Supreme Rich & Creamy - Vanilla	256	4.8	21	17	nutrition.aggregated_set
5608705009387	Brazilian Style Chocolate Truffle	465	5.9	58.4	22.4	nutrition.aggregated_set
4337185390258	Emmentaler in Scheiben	395	29	0.5	31	nutrition.aggregated_set
4061462219382	Thunfisch Salat Linse	87	9.1	8	2.2	nutrition.aggregated_set
4061458020213	Grieß Pudding Kirsche	122	2.9	15	5.3	nutrition.aggregated_set
7613404825068	Baguettes	249	8.7	50	1	nutrition.aggregated_set
4306205595522	Bio Hafer Knusper Müsli mit Waldbeeren	428	10	66	12	nutrition.aggregated_set
4311532122020	Grillmais	96	3.1	17	1.2	nutrition.aggregated_set
4251362163124	Raspberry Framboise	374	74.6	7	4.8	nutrition.aggregated_set
4306205738028	Kessel chips sea salt	504	6.6	50	30	nutrition.aggregated_set
4056489387138	Eier	153	13	0.6	11	nutrition.aggregated_set
4311527679744	Trauben Kernlos	73	0.7	15.7	0.2	nutrition.aggregated_set
4305615901114	Bircher Müsli mit Mango-Maracuja	54	0.9	11	0.5	nutrition.aggregated_set
4260480784265	Vegetarische Bratwurst	185	16	5	10.5	nutrition.aggregated_set
4305615852096	Früchte-Allerlei mit Vollkorn	70	1	15	0.5	nutrition.aggregated_set
4101810000566	Kratzeis	52	0	13	0	nutrition.aggregated_set
4337256209199	Donauwelle	264	4.1	26.9	15.2	nutrition.aggregated_set
4305615901121	Pflaume in Apfel mit Grieß	66	0.8	15	0.5	nutrition.aggregated_set
4316268656771	Geflügel Bierschinken	168	16	1	11	nutrition.aggregated_set
4063367252006	Katenrauchwurst	306	19	1	25	nutrition.aggregated_set
4008088471237	Datteln entsteint	294	2.1	66	0.6	nutrition.aggregated_set
4066447092059	Buchweizen	363	12	69	2.9	nutrition.aggregated_set
4008533200337	Lyoner	272	13	1	24	nutrition.aggregated_set
3600900022453	Couscous	361	13	72	1.8	nutrition.aggregated_set
4260347892201	Tofu	276	9.7	40.4	5.3	nutrition.aggregated_set
4061462835445	Geflügellyoner mit Brokkoli, Karotte, Rapsöl & Kartoffelgranulat	179	9.5	1	15	nutrition.aggregated_set
42415206	Camembert mild & cremig 45% Fett i.Tr.	258	19	0.5	20	nutrition.aggregated_set
21361418	Kekse	438	6	64	17	nutrition.aggregated_set
4337256272285	Erbsen & Möhren	45	2.2	6.5	0.2	nutrition.aggregated_set
4260519490334	Karamellisierte Nüsse Lüneburger Salz	442	11	51.5	21.2	nutrition.aggregated_set
4000417601117	Knusperflakes	512	6.5	60	27	nutrition.aggregated_set
20269104	Tee Hagebutte	2	0	0.4	0	nutrition.aggregated_set
42431190	Naturradler alkoholfrei	31	0	7	0	nutrition.aggregated_set
7610227937121	Gnocchi vegan	223	2.4	40	5.7	nutrition.aggregated_set
7640175744168	Gin Citron Pressé	234	0	0	0	nutrition.aggregated_set
85955097	weiße traube wasser	17	0	4	0	nutrition.aggregated_set
4056489687092	Gouda jung in Scheiben 48 % Fett i.Tr.	337	23	0.5	27	nutrition.aggregated_set
4337256409933	Rewe bio mozzarella	246	19	1	19	nutrition.aggregated_set
4260334164090	Vegan Red Thai Curry	126	4.3	16.7	4.3	nutrition.aggregated_set
4104450000927	Vilsa Limonade Orange-Mango	39	0	9.4	0	nutrition.aggregated_set
20205331	Rahmkäse natur	362	23	0.1	30	nutrition.aggregated_set
4061458248310	Aktive Pfirsich-Melone	19	0	4.5	0	nutrition.aggregated_set
4001325004618	Leicht & Fit	1	0	0	0	nutrition.aggregated_set
4102380040501	Hella kirsche	17	0	3.8	0	nutrition.aggregated_set
4337256180467	Blattspinat aus dem Rheinland	29	2.6	2.3	0.5	nutrition.aggregated_set
4337256186162	Weizen Tortillas mit Leinsamen	316	9	52	6.9	nutrition.aggregated_set
4006482108605	Mini Rostbratwurst	277	15	1	23	nutrition.aggregated_set
27090688	Cacahuete	619	28	11.7	49.7	nutrition.aggregated_set
4031655000851	Roggen-Dinkel-Malzbrot	253	10	40	4.3	nutrition.aggregated_set
9717500407079	Asia Noodles Beef Taste	92	1.6	11	4.2	nutrition.aggregated_set
5407001549166	Sorbet mango passion fruit	154	0.5	33	0.5	nutrition.aggregated_set
7610162383427	Salamettini	515	28	0	44	nutrition.aggregated_set
4024884010791	Rosenbrötchen	249	8.9	46	2.1	nutrition.aggregated_set
4000417602510	Marzipan	496	7	52	27	nutrition.aggregated_set
7610096021174	Stürmische Barbara	54	0	0	0	nutrition.aggregated_set
9000275407512	Basis Für Tortellini in Käse-Rahm Sauce	174	6.6	18	8.6	nutrition.aggregated_set
7613036125840	Paprikahendl mit Sauerrahmsoße	117	15.9	0	3.9	nutrition.aggregated_set
4004980400504	Erdnüsse	619	24	11	51	nutrition.aggregated_set
9000275479113	Rustikales Schwammerlgeschnetzeltes	107	9.4	3.7	6	nutrition.aggregated_set
8710522997215	Rustikales Jägerschnitzel	119	8.9	12	4	nutrition.aggregated_set
4012683010012	Delikatess Fleischsalat ohne gurke	454	6.1	1.3	47.1	nutrition.aggregated_set
4260334164106	Chinese Style Vegan Sweet & Sour mit Filetstücken aus Soja	98	3.9	18.6	0.6	nutrition.aggregated_set
4000194240806	Salted Caramel Chocolate Vegaan	530	3.5	60	30	nutrition.aggregated_set
4006229692213	Geflügel Nuggets Gourmet Putenschinkenwürfel	150	25	1	5	nutrition.aggregated_set
4001590245310	Avocado Salad Bowl	130	3.8	5.4	10	nutrition.aggregated_set
8058339700605	Mirtello	29	0.8	6	0.2	nutrition.aggregated_set
8059070105155	Olio Extra Vergine d'Oliva	790	0.4	1.9	87.2	nutrition.aggregated_set
4061462633874	Aromatisiertes Würzöl aus nativem Olivenöl Extra - Pesto	817	0.6	1.3	90	nutrition.aggregated_set
7613404786222	Viande séchée d’épaule	194	41	1	3	nutrition.aggregated_set
4063367364297	Haltbare Vollmilch 3,5%	66	3.5	4.8	3.6	nutrition.aggregated_set
4023600015409	Paula Pudding	391	3.3	74	2.8	nutrition.aggregated_set
4260739991024	Share Bio Energy Limette-Minze-Gurke	35	0	8.3	0	nutrition.aggregated_set
9100200100980	Rostbratwürstchen	316	15	1.1	28	nutrition.aggregated_set
4305615641829	Sencha	5	0	1.1	0	nutrition.aggregated_set
4260452220722	Green guru	38	0.7	8.4	0.1	nutrition.aggregated_set
4063762546045	Emslaender Gold	373	13	1.4	35	nutrition.aggregated_set
4400087007729	Vera Bon	306	2	25	22	nutrition.aggregated_set
4013900988718	Vollmilchschoko geschenke	537	9.5	59	30	nutrition.aggregated_set
4311501744437	Gut&Günstig Schoko Pudding und Sahne	114	3.1	16.1	4	nutrition.aggregated_set
4260322212291	Vegane Frikadelle	183	13	8	10	nutrition.aggregated_set
4316268663168	Biskuit Tortenboden	351	7.1	70	5	nutrition.aggregated_set
4046872386060	Hartkekse (Panzerplatten)	441	7.8	75	12	nutrition.aggregated_set
4270001614742	High Protein Geflügel Bratwurst	87	15	0.8	2.5	nutrition.aggregated_set
4270001614759	High Protein Wiener Würste	85	16	0.3	2	nutrition.aggregated_set
4270001614919	Pusztasauce	36	1.1	5.5	0.5	nutrition.aggregated_set
4103970043797	Traubensaft	63	0	15.1	0	nutrition.aggregated_set
4270001614780	Currysauce	37	1.6	4.6	0.8	nutrition.aggregated_set
7640177273598	Berry Potter	85	1.2	13	2.4	nutrition.aggregated_set
4006446008002	Edelvollmilchschokolade	578	6.2	50	39	nutrition.aggregated_set
4388860011005	Teuto-Quelle - Still	0	0	0	0	nutrition.aggregated_set
4316268618144	Spanische Oliven mit Paprikafüllung	127	0.9	0	13	nutrition.aggregated_set
7610745218542	Gyoza Teigtaschen mit Gemüse unf Poulet	169	7.3	21	6.2	nutrition.aggregated_set
4078600802443	Löwenbräu Original	45	0.7	3.1	0	nutrition.aggregated_set
4270002991637	Alpha Vanilla	335	36.9	54.1	0.9	nutrition.aggregated_set
4061461971977	Oster Eier Race	537	5.1	55	32	nutrition.aggregated_set
4021851233887	Bergkäse	373	29	0	29	nutrition.aggregated_set
7622201520465	Chakalaka	138	6.7	5.8	9.5	nutrition.aggregated_set
8033874720080	Olio extra virgine	824	0	0	91.6	nutrition.aggregated_set
4002798001104	X2 Cola Pilsner mix	40	0	7	0	nutrition.aggregated_set
20211233	Mungobohnenkeimlinge	40	3.1	5.4	0.5	nutrition.aggregated_set
4260450411931	Pure Mango	305	2.5	67	0.6	nutrition.aggregated_set
6224000555535	أورى - جم	1	0	0	0.1	nutrition.aggregated_set
4056489484011	Frische Eier	153	13	0.6	11	nutrition.aggregated_set
4337256381338	Bitter Rosso	67	0	16	0	nutrition.aggregated_set
8055731091867	Taormina	483	3.8	43.2	34.2	nutrition.aggregated_set
4260540370025	Super Balls Happy Glow	371	6.9	55.5	11.1	nutrition.aggregated_set
4061462877957	Nusskati	549	7.6	51	34	nutrition.aggregated_set
4305720062175	Bandnudeln	150	6.3	26	2	nutrition.aggregated_set
4066447093421	Aglio & Olio Gewürz	349	0	0	0	nutrition.aggregated_set
4316268664011	Dinkel Raute	256	9.6	44	3.7	nutrition.aggregated_set
4250840803330	Protein Drink Vanilla Flavour	58	10	4	0.2	nutrition.aggregated_set
4063367241611	Rahmjoghurt	137	2.9	13	7.9	nutrition.aggregated_set
4061462411601	Weichweizengrieß	335	1	69	0.8	nutrition.aggregated_set
4022381029254	Hafer Erdmandel Porridgwflocken	389	11.4	58	10.1	nutrition.aggregated_set
1059172455537	Cashew Natur	89	2.1	5.2	6.6	nutrition.aggregated_set
2814560001616	Walnuss-Torte	380	15.6	2.9	33.8	nutrition.aggregated_set
5712874924430	Tomaten	19	0.9	2.5	0.3	nutrition.aggregated_set
4066447191752	Dattelriegel mit Kakao & Himbeere	325	6.8	64	2.8	nutrition.aggregated_set
4012839517846	Forellenfilet geräuchert	139	18	0	7.4	nutrition.aggregated_set
4902950116915	Thunfisch Burger Klassik	118	23	1.4	2.3	nutrition.aggregated_set
4902950116892	Thunfisch Würfel Naturell	103	24	0	0.8	nutrition.aggregated_set
5902353032101	Goldlachs Filethappen in Senf-Dillsauce	182	7.4	17	9.3	nutrition.aggregated_set
9000159198024	Chips Ketchup	510	5.8	50	31	nutrition.aggregated_set
2200275523398	Kichererbsen-Snack	370	23.4	49	6.6	nutrition.aggregated_set
9000159198031	Kelly's Sour Cream	516	5.3	54	30	nutrition.aggregated_set
4101130001458	Felsensteiner classic	0	0	0	0	nutrition.aggregated_set
69120657	Cono Bombón	321	4	37	17	nutrition.aggregated_set
4008728004658	Schoko Spekulatius mit Zartbitterschokolade	498	6.7	62	24	nutrition.aggregated_set
5711953153198	Daily Brew-Less Sugar (Coffee with Milk)	46	2.9	6.3	1	nutrition.aggregated_set
5601268100065	Sardinen in scharfer Tomatensauce mit Olivenöl	213	18	1.5	15	nutrition.aggregated_set
0041300541091	bread regular	280	8	56	2	nutrition.aggregated_set
4260667062353	4Bro ICE TEA BUBATZ EDITION mit Drachenfrucht	32	0.5	7.8	0	nutrition.aggregated_set
8445290293312	Nesquik Banane	65	3.5	9	1.7	nutrition.aggregated_set
4019339331712	Weißes Mandelmus	633	24	5.7	55	nutrition.aggregated_set
4260657060055	Joghurt-Maracuja Milcheis	152	3.9	24.6	4.1	nutrition.aggregated_set
4260170561107	Vanillegeschmack und rosinea	209	4	28	8.9	nutrition.aggregated_set
4102560082024	Adello Medium	0	0	0	0	nutrition.aggregated_set
4305615771984	Blaubeere Banane in Apfel	56	0.5	13	0.5	nutrition.aggregated_set
4001686307922	Goldbären weiß	343	6.9	77	0.5	nutrition.aggregated_set
7001816544217	Schinken Salami	220	38	1	6.9	nutrition.aggregated_set
4066447088328	Caffè de Peru	397	14.4	40.2	15.4	nutrition.aggregated_set
4027400100341	Gewürzketchup Curry Delikat	135	0.8	30.6	0.3	nutrition.aggregated_set
4099200014272	Bergbauern-Joghurt Erdbeer	83	3.3	11	2.6	nutrition.aggregated_set
4099200014296	Bergbauern-Joghurt Vanille	90	3.5	13	2.9	nutrition.aggregated_set
4047247221269	Käsesuppe	95	3	3.2	7.7	nutrition.aggregated_set
4043362513654	Spare Rips	248	18.1	3.6	17.7	nutrition.aggregated_set
