barcode	name	calories	protein	carbs	fat	source
21488122	Milk shake	109	3.5	10.7	5.7	nutrition.aggregated_set
4001518115633	Prinzenrolle Choco Duo	470	7.1	63	20	nutrition.aggregated_set
4311501740880	Junge Erbsen	69	5.2	9	0.3	nutrition.aggregated_set
4099200014821	Bergbauern-Joghurt Marille	89	3.3	13	2.7	nutrition.aggregated_set
4260322150715	Organic Tonic Water	37	0	8.8	0	nutrition.aggregated_set
4099200014395	Gerührte Sauermilch Weichsel	87	3.4	12	2.8	nutrition.aggregated_set
4058444400418	Bio macadamianüsse	745	8.5	5.1	73	nutrition.aggregated_set
4066447222357	Snack-Knäcke Käse Kürbiskern	446	21	48	17	nutrition.aggregated_set
4260480190653	Jaggery	380	0.4	95	0.1	nutrition.aggregated_set
4019474616088	Schweinenackensteak	229	18	1	17	nutrition.aggregated_set
4260044180182	Eistee Zitronen - Sticks	2	0	0	0	nutrition.aggregated_set
4063367239229	Apfelmus	70	0.5	16	0.5	nutrition.aggregated_set
5060929633135	Hot & Savoury - Pasta Bolognese	397	25	50	10	nutrition.aggregated_set
4018294845258	Rinderhackfleich zum Braten	234	18	0	18	nutrition.aggregated_set
2814920010807	Lachsfilet	224	20.3	0	15.9	nutrition.aggregated_set
4031655002176	Dinkel Volles Korn	240	8.4	37	5.3	nutrition.aggregated_set
9005200110925	Maiskeimöl	828	0	0	92	nutrition.aggregated_set
4314131014864	Butter Hefekranz	335	8.3	55	8.5	nutrition.aggregated_set
4260261963599	Peanut Butter Creamy	593	25	21.8	50	nutrition.aggregated_set
21422553	San Fabio Puccia Salentina	255	9.4	45	3.5	nutrition.aggregated_set
9002233010307	Bergbauern Heumilchtopfen	70	12	4.1	0.5	nutrition.aggregated_set
9009504005789	mayonnaise 25% fett	303	1.1	16	25	nutrition.aggregated_set
4003586102010	salzbrezli	370	11	73	2.8	nutrition.aggregated_set
4061462501647	Cremiges Heumilch Naturjoghurt	69	3.9	4.7	3.6	nutrition.aggregated_set
4061458114882	Bayerischer Leberkäse	281	11	0.5	26	nutrition.aggregated_set
4306188012788	Schmelzkäse-scheiben	226	16	5.9	15	nutrition.aggregated_set
4260556679389	Soja cuisine	95	3.5	3.4	7.3	nutrition.aggregated_set
7610034510173	Sirop de fleur de sureau	58	0	14	0	nutrition.aggregated_set
4337256188159	Eis Bourbon Vanille mit Sahne verfeinert	206	2	25.2	10.7	nutrition.aggregated_set
4337256392051	Mehrkorn Toastbrötchen	236	9.4	47.7	2.3	nutrition.aggregated_set
7613312377147	Sauce Bolognese	100	5.1	5.7	6.1	nutrition.aggregated_set
4033689039739	Froh und fruchtig	150	0.5	35.7	0.2	nutrition.aggregated_set
9100000126494	S Budget Sardinen in Öl	212	24	0	13	nutrition.aggregated_set
4061462341359	Studentenfutter - Exotic	454	5.8	57	21	nutrition.aggregated_set
4260486210096	Zitronen mit Rosmarin	22	0	5.2	0	nutrition.aggregated_set
8076892513746	Basilikum Pesto	482	4.7	9.8	46	nutrition.aggregated_set
4013595644340	Maracuja	23	0	5.7	0	nutrition.aggregated_set
3046920020220	Excellence caramel	520	5.4	56	29	nutrition.aggregated_set
4270000616358	Pure prana kombucha	20	0	4.5	0	nutrition.aggregated_set
8005016193106	Gelato Vaniglia	214	4.1	21	12	nutrition.aggregated_set
4250389515916	Edelnussmischung geröstet	648	14.3	10	60.7	nutrition.aggregated_set
8690719100362	Royal Breakfast	1	0	0.5	0	nutrition.aggregated_set
4260518440187	Wilde Kräuterhexe	252	19	16	2	nutrition.aggregated_set
21691324	Unser Mildes Brot	224	7.4	43.3	1	nutrition.aggregated_set
2831981001834	Edeka	164	23	0	3.4	nutrition.aggregated_set
4025738336074	Liebold‘s Bier-Leberkäse	197	9.5	1.5	17	nutrition.aggregated_set
9120079621782	Bio Oat Cacao Drink	50	1.1	6.5	1.9	nutrition.aggregated_set
4260556677934	Protein Salty Peanut	493	14	25	30	nutrition.aggregated_set
1230000096034	Guava Natural Flavor Soda	38	0	9.4	0	nutrition.aggregated_set
1230000096089	Mexican Cola	37	0	9.3	0	nutrition.aggregated_set
4056489618423	Snack Frikadellen	224	16	8	14	nutrition.aggregated_set
21268953	Schokoladen Eis	224	1.5	25.2	12.1	nutrition.aggregated_set
21200342	Argentinische Rotgarnelen	74	16.4	0	0.9	nutrition.aggregated_set
4047247263269	Türkischer Apfel Tee	2	0	0.6	0	nutrition.aggregated_set
4260083920404	Topping	425	14.4	65	11.7	nutrition.aggregated_set
4009300016632	Teehaus Ingwer Zitrone	1	0.1	0.1	0.1	nutrition.aggregated_set
8595643803399	Premium Turkey Ham	89	19.5	0.6	0.9	nutrition.aggregated_set
4061461624392	Magnesium	0	0	0	0	nutrition.aggregated_set
4305615848426	Quetschie pfirsich maracuja apfel	54	0	11	0	nutrition.aggregated_set
0762743440450	Cigköfte wrap 250gr	192	5.9	25.2	5.9	nutrition.aggregated_set
20885700	Bio Dinkel Locken	355	13	70	1.5	nutrition.aggregated_set
20887926	Bio Dinkel Fusili	355	13	70	1.5	nutrition.aggregated_set
7793940466007	Leite em Pó Desnatado Instantâneo	350	35	55	0	nutrition.aggregated_set
4311596639403	Sriracha-Sauce	138	1.1	32.7	0.2	nutrition.aggregated_set
3770003540168	Le Lapin à l‘oignon Saint Turjan	274	13	3.2	23	nutrition.aggregated_set
4000186038442	Tempura Backteig	333	8.9	69	1.7	nutrition.aggregated_set
4006276017069	Frikadellen Zwiebelsauce	180	7.8	6	14	nutrition.aggregated_set
4006639149604	Salami	350	21.7	0.5	29	nutrition.aggregated_set
5060626404397	nuggets	256	13.9	16	14.2	nutrition.aggregated_set
8718885892185	Mexican Style Gemüse Bällchen	154	9.2	12	6.4	nutrition.aggregated_set
0034731946764	Oat Base Bio	400	6.5	82.5	4.8	nutrition.aggregated_set
9100000698779	Bio-Zuckermais vorgegart	94	3.3	16	1.2	nutrition.aggregated_set
21425264	Cappuccino weniger süß	38	0.9	6.6	0.8	nutrition.aggregated_set
42228707	Erdbeere & Banane Smoothie	59	0.6	11.9	0.5	nutrition.aggregated_set
4061462003837	Thunfisch in Sauce  - Mit Paprika & grünen Oliven	115	10	5.4	5.6	nutrition.aggregated_set
4009285894003	Cola	42	0.5	11	0.5	nutrition.aggregated_set
28439622	Erdnüsse geröstet	617	24.3	10.1	51.3	nutrition.aggregated_set
4049768005717	Saurer apfel	43	0	10	0	nutrition.aggregated_set
4009700045362	Actimel Vital 8x100g Banane	68	2.9	10.7	1.5	nutrition.aggregated_set
4000521031435	Sommer Dessert - Very Berry	93	5.5	14	1.2	nutrition.aggregated_set
90151835	Egger Märzen	42	0.5	2.9	0	nutrition.aggregated_set
4250239122240	Sonnenblumenöl	827	0	0	92	nutrition.aggregated_set
4012263030454	Pita	260	8.2	53	1.1	nutrition.aggregated_set
4061462463365	Grillino Flatbread - Natur	285	9.8	49	4.8	nutrition.aggregated_set
4021851648155	Heidelbeer	355	3.9	59	10	nutrition.aggregated_set
4061458190756	Soft-Ice-Becher - Schokosauce	283	1.4	36	15.2	nutrition.aggregated_set
8690840042487	Yupo Sour Flashes	313	3	77	0	nutrition.aggregated_set
4013222180005	Baker Potatoes	75	1.8	16	0.1	nutrition.aggregated_set
4000540006155	1820 Knusper Hafer Schoko Müsli	453	10	62	17	nutrition.aggregated_set
4056489657743	Monteravy Schoko-Haselnuss	142	3	14.2	8	nutrition.aggregated_set
5712873725922	Geflügelwiener mit Sonnenblumenöl, geräuchert	206	14.5	1	16	nutrition.aggregated_set
20707132	Burger Style Slices	331	19	3	27	nutrition.aggregated_set
3057640516818	Volvic touch Zitronen- Limetten Geschmack	1	0	0	0	nutrition.aggregated_set
4311596640447	Sojagurt	73	3.2	10.3	1.8	nutrition.aggregated_set
4305615847429	Popcorn	572	10	39	40	nutrition.aggregated_set
4053400207551	Alkoholfreies Bier	15	0.5	2.7	0	nutrition.aggregated_set
7612934187073	Noisette	601	9.2	40	44	nutrition.aggregated_set
4260106719367	Reines Rapsöl	823	0	0	91	nutrition.aggregated_set
4280001986084	Tomaten & Chilli 71%  – scharfe Gewürzsoße	64	1	6	3	nutrition.aggregated_set
9411191120742	Vanille Mandel	29	0.4	3.8	1.1	nutrition.aggregated_set
4063367147944	Nudeln Penne Rigate	360	12	73	1.5	nutrition.aggregated_set
42127413	Pizza Spinaci e Ricotta	211	11	20	9.1	nutrition.aggregated_set
4001686536797	Maoam Kracher Sommer Edition	409	0.9	87	6.1	nutrition.aggregated_set
4260335831229	Bio Couscous	351	12	66	2.4	nutrition.aggregated_set
4061458190763	Soft-Ice-Becher - Karamellsauce	213	2.9	30	9.4	nutrition.aggregated_set
7612462839932	Trutenbrust geräuchert	95	19	0	1.5	nutrition.aggregated_set
4063367195099	Fruchtmark Apfel-Banane-Heidelbeere	67	0.5	13	0.5	nutrition.aggregated_set
4251105518624	No Whey	360	66.7	8.7	4.7	nutrition.aggregated_set
4260556677958	Protein Chocolate Vegan	492	26	28	29	nutrition.aggregated_set
4388844167407	Bio-Gurke	16	0.6	2.5	0.1	nutrition.aggregated_set
9005300800917	Landbrot Dinkel	262	9.7	46	3.4	nutrition.aggregated_set
4260526593110	Süßkartoffel Joghurt Birne Trockenpflaume	99	2.2	15	3.1	nutrition.aggregated_set
4304218504340	Naturell Globus	0	0	0	0.3	nutrition.aggregated_set
4316268667685	Hafer Mandel Drink	40	1	6.8	0.8	nutrition.aggregated_set
4337256358729	Kondensmilch 10%	174	7.9	13.2	10	nutrition.aggregated_set
4311501748893	Edeka 3 Saaten 4311501748893 Knäckebrot mit Sonnenblumenkernen, Sesam und Leinsamen	452	15	47	20	nutrition.aggregated_set
8606011030320	Bakina tajna Domači pindžur	159	1.6	7.2	13	nutrition.aggregated_set
4063367298905	Schweinebraten	128	24	1	3	nutrition.aggregated_set
4260718290230	Bio Buchweizen	338	14	66	1.3	nutrition.aggregated_set
4260718290766	Bio Kokosöl	900	0	0	100	nutrition.aggregated_set
4305615839295	Apfelschorle	25	0	6	0	nutrition.aggregated_set
2495450001901	Kürbiscremesuppe	109	2.9	11	6.6	nutrition.aggregated_set
2110462007498	Prosciutto crudo, am Stück	285	28	0.5	19	nutrition.aggregated_set
4021155173384	Frühstücks Shake Typ  Haselnuss	348	6.9	76	2.7	nutrition.aggregated_set
0016229926069	Siracha Mayo	195	0.8	21	12	nutrition.aggregated_set
3800500847108	Aged Cashew Delicacy Truffle	458	17.6	12.5	36.4	nutrition.aggregated_set
4047329139475	Käsewiener	314	14	1.4	28	nutrition.aggregated_set
4061461634360	Bunte Gemüsemischung	54	2.8	6.7	1.1	nutrition.aggregated_set
4066447148268	Rosinen	327	2.7	73	1.3	nutrition.aggregated_set
4006040356059	Huile d'olive	900	0	0	100	nutrition.aggregated_set
21089572	Waffel Riegel	543	6	55.4	32.5	nutrition.aggregated_set
4021851423424	Vollkorn knäckebrot	413	14	54	13	nutrition.aggregated_set
9010158005186	Hofstätter	207	18	0	15	nutrition.aggregated_set
4010223005818	Apfelschorle	24	0	5.6	0	nutrition.aggregated_set
8718924541326	Falafel Houmus	233	6	30	8.8	nutrition.aggregated_set
4061462589157	Hähnchenbrustfilet	115	21	1	3	nutrition.aggregated_set
4061462341052	Cookies - White Chocolate	481	5.2	59	24	nutrition.aggregated_set
4000148048205	Pastalino	353	12	71	1.6	nutrition.aggregated_set
4892294401122	Spicy Pizza Flavoured Potato Chips	530	5.7	49.8	36	nutrition.aggregated_set
2256983007279	Goldlocke	130	22.9	0	1.6	nutrition.aggregated_set
0613008764159	Arizona mucho mango	23	0	5.6	0	nutrition.aggregated_set
2000000136671	Brittas Hexentrunk Zitrone	54	0.1	13.6	0	nutrition.aggregated_set
2330340002661	Kasseler Lachs	135	23	0.5	4.5	nutrition.aggregated_set
4061462655593	Grüner Pfeffer	73	0	6.1	2.5	nutrition.aggregated_set
4061462655616	Baby Peperoni	40	1.5	2.3	0.9	nutrition.aggregated_set
05277469	Veganer Aufschnitt Typ Lyoner mit Brokkoli	183	4.7	6.5	14.4	nutrition.aggregated_set
4260556672892	Share	0	0	0	0	nutrition.aggregated_set
4260618524930	Nachtisch Mix	68	1.4	12	0.8	nutrition.aggregated_set
4063367354335	Energy Ginseng + Guarana	44	0.5	10	0.5	nutrition.aggregated_set
9823252002001	You got Trolled	473	30	19	27	nutrition.aggregated_set
4305720071542	Sizilianische Zitrone - Sorbet	81	0.5	20	0.5	nutrition.aggregated_set
4250085774747	Ketchup	108	1.9	24	0.5	nutrition.aggregated_set
4032549003583	Kürbiskerne in Schale; geröstet und gesalzen; 300g	617	30	14	49	nutrition.aggregated_set
4063367380211	Mabu Sushi Vegan	146	3.5	27	2.2	nutrition.aggregated_set
4003140019945	Bunter Linsensalat	151	5.1	16	6.8	nutrition.aggregated_set
4306188423409	Feinschmecker Gemüsepfanne	63	2.7	7	1.7	nutrition.aggregated_set
4018905540480	Kassler lachsbraten	124	20	0.7	4.5	nutrition.aggregated_set
8712857979362	raspberry cream	149	0.3	12	14	nutrition.aggregated_set
4001762060338	Rigati	356	12.6	72.7	1.3	nutrition.aggregated_set
4004746010787	Köhler Küsse	379	4.9	54.2	15.6	nutrition.aggregated_set
4061458004756	Belegtes Baguette - Salami-Käse	316	12.9	22.9	18.6	nutrition.aggregated_set
4013752079107	Minis-Zwieback - Bella Stracciatella	477	7.8	67	19	nutrition.aggregated_set
4003751008741	Unser Back Hirtenkäse	263	12	17	16	nutrition.aggregated_set
4311501452585	Erbsen tiefgefroren	66	5.2	8	0.3	nutrition.aggregated_set
8718452570393	Zongedroogde tomaten	243	5	22.1	13.2	nutrition.aggregated_set
4337256232210	Vanille und Schokolade Hörnchen	341	3.9	38.5	18.6	nutrition.aggregated_set
21266225	Veganer Aufschnitt Typ Lyoner mit Paprika	180	4.5	6	14.8	nutrition.aggregated_set
0687456214924	Müsliriegel mit Schokolade und „Birthday Cake“-Geschmack	436	6.5	70	15	nutrition.aggregated_set
4017100146015	Leibniz zoo kakao	426	7.3	71	11	nutrition.aggregated_set
0068100904154	Miracle whip	267	0.7	13.3	23.3	nutrition.aggregated_set
4046006016627	Vital Plus Edel-Hefeflocken	327	49	9	5	nutrition.aggregated_set
5201301120342	Feta	276	16.5	0.7	23	nutrition.aggregated_set
4337256385671	Studentenfutter	535	11.2	27.2	40.8	nutrition.aggregated_set
9006403052630	Algen/Karamell/Ananas	535	6.8	45	35	nutrition.aggregated_set
4014086011825	OeTea Eistee mit Wassermelonengeschmack	31	0	7.4	0	nutrition.aggregated_set
4000417082503	Greetings from Berlin	553	7.1	52	34	nutrition.aggregated_set
4061458000772	Brombeere-Granatapfel Früchtee	2	0	0.6	0	nutrition.aggregated_set
20352806	Lyoner	236	13	1	20	nutrition.aggregated_set
4260719110315	Berg-Oregano	265	9	26.4	4.3	nutrition.aggregated_set
4260607186231	Zitrone Getränkekonzentrat	0	0	0.1	0.1	nutrition.aggregated_set
4260719111923	Erdnussmus	656	26	13	54	nutrition.aggregated_set
4066447148206	Mandeln ganze Kerne	624	22	5.4	54	nutrition.aggregated_set
42228721	Frühstücksmüsli Ananas mit Honig-Knuspermüsli	108	9	12.3	1.9	nutrition.aggregated_set
1230000096010	Mandarin Natural Flavor Soda	40	0	10	0	nutrition.aggregated_set
4045851055782	Quinoa Nuts Vegan	167	6.3	10	11	nutrition.aggregated_set
4316268668668	Wasser Kirsche	10	0	2.5	0	nutrition.aggregated_set
4260190670278	Vimchi	31	2	4.7	0.5	nutrition.aggregated_set
4260055880712	Erdbeerjoghurt	87	2.8	11	3.2	nutrition.aggregated_set
4004980401907	Erdnüsse geröstet & gesalzen	619	24	11	51	nutrition.aggregated_set
4334011215617	Erbsen	81	5.5	9.5	1.1	nutrition.aggregated_set
4316268668552	Frischer Blätterteig	379	4.9	33.4	23.4	nutrition.aggregated_set
5900617041685	Peanut & Caramel	463	20	47	22	nutrition.aggregated_set
7627534826734	Milch UHT	64	3.2	4.9	3.5	nutrition.aggregated_set
21205040	Champignons 1 Wahl in Scheiben	16	2.5	0.3	0.2	nutrition.aggregated_set
4260372334615	Gerstenflocken Fitness	334	9.2	63.3	2.1	nutrition.aggregated_set
8718719173190	Heksenkaas	362	2.1	12	33	nutrition.aggregated_set
4337256250481	Frikadellen-Bällchen	278	13.3	6.5	22	nutrition.aggregated_set
8901552020930	Peeled Ginger Garlic Paste	197	2.9	14.2	14.4	nutrition.aggregated_set
20283155	Schellfischfilets	77	17.9	0	0.6	nutrition.aggregated_set
4026279990909	Kibbeling	153	13	13	5.5	nutrition.aggregated_set
4311501746677	Burrata	255	12.1	2.1	22	nutrition.aggregated_set
4002156017679	Filos Feta gewürfelt	258	17	0.7	21	nutrition.aggregated_set
4311501704127	Geräucherte Mettenden	345	18	0.7	30	nutrition.aggregated_set
4056489189558	Aperitivo con queso feta, tomate seco y alcaparras	299	16.1	2.5	25.5	nutrition.aggregated_set
8718375780039	Wassereis	64	0	16	0	nutrition.aggregated_set
21314865	Tutti Frutti	34	0	8.2	0	nutrition.aggregated_set
42228486	Penny Ready Direktsaft Blutorange	45	0.6	9.8	0.1	nutrition.aggregated_set
4002671160331	Hirtenkäse nach griechischer Art	263	17	0.7	21	nutrition.aggregated_set
4012679001116	Tomatensaft	15	0.7	2.6	0	nutrition.aggregated_set
4006639205201	Pfeffer-Salami	345	24.4	1	27	nutrition.aggregated_set
4056489658566	Fruchtgurt Ananas	96	3.3	13.1	3	nutrition.aggregated_set
4260261960222	7up  cherry	41	0	10.2	0	nutrition.aggregated_set
7610411006947	Vollmilch de la Gruyère	64	3.2	4.9	3.5	nutrition.aggregated_set
0305390599807	Bäurles Hagebuttenmark	300	1	57	0	nutrition.aggregated_set
8906042150098	Vermicelli	170	6	36	0	nutrition.aggregated_set
4260636582608	Levelup	1	1	1	0	nutrition.aggregated_set
28293118	Double Rinder-Burger	220	14	17.8	10	nutrition.aggregated_set
4056489658573	Fruchtgurt	95	3.3	12.8	3	nutrition.aggregated_set
4056489627142	Vanilla Caramel Brownie	277	4.1	26.2	17.2	nutrition.aggregated_set
4001716011003	Klarer Apfelsaft	43	0.1	10.2	0.1	nutrition.aggregated_set
4036117030780	Sosiski Molotschnye	285	17	3.6	23	nutrition.aggregated_set
4061461505431	Kaiserbraten	118	20	1	3.5	nutrition.aggregated_set
12876022	Vegane Geniesserscheiben Mild	286	0.2	24	21	nutrition.aggregated_set
2310577007998	Stracke	342	22	0.5	28	nutrition.aggregated_set
5201083346343	Griechischer Joghurt - Pfirsich	68	5.9	11	0	nutrition.aggregated_set
4306188409489	Oliven geschwärzt, ohne Stein	125	0.5	2.4	13	nutrition.aggregated_set
4061458289528	Onigiri	154	5.8	23.8	3.5	nutrition.aggregated_set
4260530080095	Die Feurige Nr 9 Cabanossi-Art	251	23.7	10	12.9	nutrition.aggregated_set
73748661139541	Delikatesse hähnchenbrust	103	20	1	2	nutrition.aggregated_set
4311501693261	Früchtemüsli mit Joghurt	65	2.1	11.6	1.1	nutrition.aggregated_set
4311501693919	Bircher Müsli	64	1.3	11.7	0.8	nutrition.aggregated_set
4311501693896	Mango in Apfel	59	0.4	11.7	0.6	nutrition.aggregated_set
4311501693551	Gemüse mit Süßkartoffel und Huhn	58	2.5	7.2	2.1	nutrition.aggregated_set
4039836050701	Pommersche Krakauer	238	15.4	0.5	19.4	nutrition.aggregated_set
4056489639220	Tagliatelle Wildlachs	96	5.3	13.4	2	nutrition.aggregated_set
4251105515227	Smacktastic wild summer	286	1.3	30	4.4	nutrition.aggregated_set
2304360004530	Pancetta	570	20.6	0.1	54.2	nutrition.aggregated_set
7627534513542	Kokosnussmilch	216	2.6	2	22	nutrition.aggregated_set
7330971309509	Oat Drink Chocolate	73	1.3	13	1.7	nutrition.aggregated_set
4260426874265	Nervenfutter	328	6	76	0	nutrition.aggregated_set
21522987	Weisse Bohnen mit Suppengrün	80	6.2	8.4	0.9	nutrition.aggregated_set
4250780325039	Cremig-Zart Gouda	335	23	0.5	27	nutrition.aggregated_set
4008258276020	Mango	326	2.8	71	0.9	nutrition.aggregated_set
4260644044440	Total Vegan Protein - Chocolate Pancake Batter	381	66.7	4.7	9	nutrition.aggregated_set
4008391007796	Hanfnehl BIO	361	46	3	13	nutrition.aggregated_set
21423864	Vegane Patties	245	14.8	12.2	14.1	nutrition.aggregated_set
12511754	Riesenbohnen in Zomatensauce	131	5.4	9.8	6.6	nutrition.aggregated_set
2794770004525	Weichkäse mit Bockshornklee	294	17.1	3.2	25.2	nutrition.aggregated_set
4006402100832	Edelpilz	331	19.4	0.1	28.1	nutrition.aggregated_set
4061462575495	Knoblauch in Chiliöl	85	4.5	12	2	nutrition.aggregated_set
42427858	The Power of Energy	46	0	11	0	nutrition.aggregated_set
2713845001337	Bio-Leberwurst	346	14	0.5	32	nutrition.aggregated_set
4072700003908	Franziskaner Natur Russ	42	0.5	7	0.5	nutrition.aggregated_set
4036546015617	Gelbwurst	293	11	1	22	nutrition.aggregated_set
4250036710961	Aofelsaft naturtrüb	55	0.5	12	0.5	nutrition.aggregated_set
4059699003386	Big choc	317	3.6	31.7	19.3	nutrition.aggregated_set
4063367268687	Sirup Erdbeere	265	0.5	65	0.5	nutrition.aggregated_set
8001120449016	Latte di mandorla	368	1	84	3.3	nutrition.aggregated_set
4061462512797	Haselnusskerne	695	15	5.4	67	nutrition.aggregated_set
4012371663704	Bierschinken	174	16	0.5	12	nutrition.aggregated_set
8001440124136	Succo	55	0.3	13.3	0.2	nutrition.aggregated_set
4311596654482	Kräuterbaguette	318	6.7	39	15	nutrition.aggregated_set
4311501715833	Eingelegte Champigons	51	2.7	2.6	2.8	nutrition.aggregated_set
4260618528419	Haselnuss Dattel, Banane & Kakao	634	13	31	49	nutrition.aggregated_set
4010976381450	Fit zero Zitrone	1	0	0	0	nutrition.aggregated_set
4002343022103	Apfel johannisbeer schorle	24	0.5	5.4	0.5	nutrition.aggregated_set
21459641	Cappelletti Pepperonata	298	9.5	54	3.7	nutrition.aggregated_set
4056489635956	grüne Oliven	204	1.2	2.7	20.1	nutrition.aggregated_set
8801105908961	Apple Drink	26	0.1	6.7	0	nutrition.aggregated_set
4021155179751	Zuckerwatte	404	0	99.8	0	nutrition.aggregated_set
2726519002691	Eiweißbrot	268	26.2	8.8	14.1	nutrition.aggregated_set
9003600492085	Cocunut sticks	489	3.7	58	26	nutrition.aggregated_set
4260384490064	Kirsche-Waldmeister Naturlimo	29	0.5	6.6	0.5	nutrition.aggregated_set
4056489579731	Pflaumenmus	191	0.8	45	0.5	nutrition.aggregated_set
4056489117278	Hähncheninnenfiletspiesse Curry-Ananas	113	21	2.7	2	nutrition.aggregated_set
4009286154359	Beef Nugets	260	14	20	14	nutrition.aggregated_set
4337256362436	Sonnenblumenkernbrot	290	5.4	42.5	9.6	nutrition.aggregated_set
4260694941065	Körniger Senf	143	7.5	1.9	11	nutrition.aggregated_set
4013320077092	Limo Zitrone	33	0.5	7.5	0.5	nutrition.aggregated_set
4313249458133	Gutfleisch, knoblauch salami	325	20	0.5	27	nutrition.aggregated_set
4056631000519	Aptamil ha 2 800g	68	1.5	7.7	3.3	nutrition.aggregated_set
4251680807212	My muesli Pink granola	391	11.1	62	8.9	nutrition.aggregated_set
4047247439664	Gouda 48 % (Bio)	336	23	0.1	27	nutrition.aggregated_set
4260342994559	Carpaccio	130	27	0.5	2.2	nutrition.aggregated_set
4316268655750	Frucht Mix	332	3	75.7	0.3	nutrition.aggregated_set
4044983005184	Fertig Mahlzeit	74	4.3	6.9	2.9	nutrition.aggregated_set
40272504	Milch Pause Erdbeer Geschmack	61	2.9	8.9	1.5	nutrition.aggregated_set
4260495133089	Friederike	410	1.9	63.9	16.1	nutrition.aggregated_set
4025500275211	Vegan Mousse auf Kokosbasis	200	1.9	19.1	12	nutrition.aggregated_set
20616595	Salami	307	19	1	25	nutrition.aggregated_set
2812680001608	ziegenkäsetaler	279	15.4	1.6	23.4	nutrition.aggregated_set
4260159927085	Saaten-Bauernbrot	243	7.3	31.6	7.6	nutrition.aggregated_set
7616500672680	Extra Dark 85%	602	10	18	51	nutrition.aggregated_set
9004831021143	Birne-Quitte Joghurt	90	3.2	12	2.9	nutrition.aggregated_set
4063367145360	Stachelbeeren	69	0.5	15	0.5	nutrition.aggregated_set
4022192002415	Metzgerschinken	138	19	1.2	6.3	nutrition.aggregated_set
4104640020278	Förstina Sprudel Land Schorle Apfel	23	0	5.5	0	nutrition.aggregated_set
23243736	Bio Feta	291	16	0	25	nutrition.aggregated_set
4311505000454	Cashew nuts roasted and salted	612	21.7	22.5	47.5	nutrition.aggregated_set
8711427005388	Bunte Eier	153	13	0.6	11	nutrition.aggregated_set
4061461812133	Bayerisches Kasseler mit Pfeffer	113	22	1.5	2	nutrition.aggregated_set
4029764001753	Schwarze Johannisbeere	26	0	6.2	0	nutrition.aggregated_set
8005573008943	Salame Napoli	339	24	0	27	nutrition.aggregated_set
2262851003649	Goldlocken	130	22.9	0	4.3	nutrition.aggregated_set
5601312077046	Flat Potato Chips	483	7.7	57.3	23.7	nutrition.aggregated_set
3831029509420	Prebanec Bohnen	93	5.1	7.9	3.1	nutrition.aggregated_set
4260551830068	Kurkuma shot	50	0	8.9	0	nutrition.aggregated_set
5608705008977	Brazilian Style Cookie truffle	441	5.6	53	22.9	nutrition.aggregated_set
4008695730772	Bierwurst	246	14.1	0.7	20.8	nutrition.aggregated_set
4008695730185	Jagdwurst	254	14	0.5	22	nutrition.aggregated_set
4008695730857	Schinkenwurst Dose	228	0.1	0.5	25	nutrition.aggregated_set
4008695730345	Hausmacher Leberwurst	319	16	0.8	28	nutrition.aggregated_set
4250669500168	Ketchup	134	1.6	29.8	0.1	nutrition.aggregated_set
4056489498636	Little Octo Party	109	0.1	21.2	2.2	nutrition.aggregated_set
4024514021272	Bio Bruschetta	170	3.7	20	8.1	nutrition.aggregated_set
2254467006527	Hähnchensteaks Kräuter	111	19	2	3	nutrition.aggregated_set
9100000938653	Röstzwiebeln	361	2.1	28	25	nutrition.aggregated_set
5903246877304	Vega Nela	519	4.5	50	42	nutrition.aggregated_set
4002809038204	Creme Dessert Vanille-Geschmack	76	3.5	8	3.2	nutrition.aggregated_set
7627534396404	Arroz Bomba - Paella Reis	350	7	80	0	nutrition.aggregated_set
7640177271600	Heidi Plum	67	1.3	15	0.4	nutrition.aggregated_set
4061462337741	Dutch Brown Bohnen	292	18	39	2	nutrition.aggregated_set
4061462337703	schwarze Bohnen	306	22	39	2.6	nutrition.aggregated_set
4305720058802	Pflaumen gezuckert halbe Fruch	84	0.6	18	0.5	nutrition.aggregated_set
4003240475009	Albi Multivitamin	45	0.5	10	0.5	nutrition.aggregated_set
4061461873295	Bio Kokosnussmilch	171	1.4	2.7	17	nutrition.aggregated_set
4061462575471	Knoblau mit Kräuter in Rapsöl	85	4.5	12	1.7	nutrition.aggregated_set
4066515000030	Kekse mit Vanille und Hafer	490	8.6	62.7	21.7	nutrition.aggregated_set
4260372061375	Sushi	153	4.8	25	3.7	nutrition.aggregated_set
4056489482819	Würste - Currywurst - Dünen	237	16.9	0.8	18.5	nutrition.aggregated_set
4337256353786	Teilenentrahmte Kondensmilch	110	6.9	11.6	4	nutrition.aggregated_set
4000417621412	Knusperkeks	540	6.4	57	31	nutrition.aggregated_set
4102380040532	Geschmack Wasser Erdbeere	19	0	4.5	0	nutrition.aggregated_set
4082100007154	Naturradler	38	0	0	0	nutrition.aggregated_set
4004870061129	Des Sprudels Kern  Apfel Ingwer	29	0	6.9	0	nutrition.aggregated_set
7640116363892	Durüm Tortilla	345	9.7	55.1	8.8	nutrition.aggregated_set
4004042210133	Wasser Still	0	0	0	0	nutrition.aggregated_set
4061462819094	Fettarme Alpenmilch	47	3.4	4.9	1.5	nutrition.aggregated_set
